date,high_temp,low_temp,weather,weather_code,precipitation_mm,max_wind_speed_kmh,wind_direction_deg,is_weekend,is_holiday
2025-11-17,13.9,10.2,小毛毛雨,51,1.0,16.2,37,0,0
2025-11-18,10.8,6.9,阴,3,0.0,13.2,35,0,0
2025-11-19,13.2,5.5,阴,3,0.0,9.8,154,0,0
2025-11-20,13.5,4.2,阴,3,0.0,5.8,219,0,0
2025-11-21,14.8,5.6,阴,3,0.0,6.4,102,0,0
2025-11-22,14.5,9.0,阴,3,0.0,6.3,50,1,0
2025-11-23,16.7,8.6,阴,3,0.0,7.5,170,1,0
2025-11-24,14.2,6.4,阴,3,0.0,17.8,42,0,0
2025-11-25,15.6,4.4,阴,3,0.0,6.1,101,0,0
2025-11-26,14.0,7.1,中毛毛雨,53,0.8,11.4,5,0,0
2025-11-27,15.8,4.2,阴,3,0.0,7.7,116,0,0
2025-11-28,12.8,5.2,阴,3,0.0,5.3,22,0,0
2025-11-29,14.9,6.1,阴,3,0.0,5.4,349,1,0
2025-11-30,17.2,6.1,阴,3,0.0,5.2,341,1,0
2025-12-01,16.5,5.9,多云,2,0.0,10.8,44,0,0
2025-12-02,16.6,7.2,阴,3,0.0,14.5,27,0,0
2025-12-03,11.4,8.6,阴,3,0.0,9.5,21,0,0
2025-12-04,10.9,5.8,阴,3,0.0,9.9,358,0,0
2025-12-05,14.1,3.8,小毛毛雨,51,1.0,10.1,123,0,0
2025-12-06,10.4,5.7,小毛毛雨,51,0.1,6.2,347,1,0
2025-12-07,16.9,6.6,阴,3,0.0,6.7,169,1,0
2025-12-08,11.8,5.9,阴,3,0.0,7.1,17,0,0
2025-12-09,13.2,8.5,阴,3,0.0,8.3,19,0,0
2025-12-10,16.5,6.1,阴,3,0.0,7.4,115,0,0
2025-12-11,14.1,7.1,小毛毛雨,51,0.3,6.9,74,0,0
2025-12-12,15.1,9.3,阴,3,0.0,20.2,36,0,0
2025-12-13,9.3,4.5,阴,3,0.0,12.7,34,1,0
2025-12-14,9.9,5.3,阴,3,0.0,7.8,112,1,0
2025-12-15,11.4,2.5,阴,3,0.0,4.4,177,0,0
2025-12-16,12.7,3.9,小毛毛雨,51,0.3,6.3,155,0,0
2025-12-17,14.6,2.7,阴,3,0.0,5.1,60,0,0
2025-12-18,12.8,4.9,小毛毛雨,51,0.1,4.4,156,0,0
2025-12-19,12.5,7.2,阴,3,0.0,8.7,11,0,0
2025-12-20,13.0,6.7,阴,3,0.0,13.8,48,1,0
2025-12-21,12.9,4.3,阴,3,0.0,5.5,74,1,0
2025-12-22,11.4,6.2,阴,3,0.0,9.1,36,0,0
2025-12-23,14.3,8.2,阴,3,0.0,8.9,178,0,0
2025-12-24,11.9,5.8,阴,3,0.0,7.1,4,0,0
2025-12-25,13.2,5.2,阴,3,0.0,7.2,61,0,0
2025-12-26,12.2,5.0,阴,3,0.0,7.7,57,0,0
2025-12-27,11.8,5.2,阴,3,0.0,7.4,106,1,0
2025-12-28,12.4,5.6,小毛毛雨,51,1.4,6.2,96,1,0
2025-12-29,13.6,8.3,小毛毛雨,51,1.4,8.7,256,0,0
2025-12-30,10.4,7.2,小毛毛雨,51,1.1,8.0,49,0,0
2025-12-31,12.2,7.8,大毛毛雨,55,2.7,13.6,36,0,0
2026-01-01,8.4,6.3,小毛毛雨,51,0.4,9.2,25,0,1
2026-01-02,6.2,4.2,小毛毛雨,51,2.8,11.3,26,0,1
2026-01-03,5.1,3.5,小毛毛雨,51,1.6,11.1,26,1,1
2026-01-04,10.6,3.0,阴,3,0.0,6.4,171,1,0
2026-01-05,9.3,0.8,小毛毛雨,51,0.1,14.1,19,0,0
2026-01-06,10.9,1.8,阴,3,0.0,7.2,199,0,0
2026-01-07,11.1,1.5,阴,3,0.0,5.2,342,0,0
2026-01-08,11.9,0.5,阴,3,0.0,8.7,146,0,0
2026-01-09,12.5,0.1,晴间多云,1,0.0,6.0,97,0,0
2026-01-10,12.4,1.6,多云,2,0.0,9.3,352,1,0
2026-01-11,9.9,2.0,阴,3,0.0,7.5,28,1,0
2026-01-12,14.2,2.1,阴,3,0.0,4.9,235,0,0
2026-01-13,14.2,2.0,阴,3,0.0,9.3,30,0,0
2026-01-14,18.4,3.8,晴间多云,1,0.0,8.0,270,0,0
2026-01-15,16.5,3.0,晴间多云,1,0.0,6.6,29,0,0
2026-01-16,16.6,4.5,阴,3,0.0,6.9,15,0,0
2026-01-17,17.0,3.5,晴,0,0.0,7.0,72,1,0
2026-01-18,16.9,5.0,小毛毛雨,51,0.1,11.6,29,1,0
2026-01-19,11.7,6.1,阴,3,0.0,19.2,45,0,0
2026-01-20,6.3,3.5,阴,3,0.0,13.4,39,0,0
2026-01-21,7.6,2.9,阴,3,0.0,10.4,43,0,0
2026-01-22,7.6,-0.6,阴,3,0.0,6.8,114,0,0
2026-01-23,7.7,3.5,小毛毛雨,51,0.3,6.5,136,0,0
2026-01-24,6.7,2.7,小毛毛雨,51,0.4,4.9,114,1,0
2026-01-25,10.2,2.5,阴,3,0.0,13.3,11,1,0
2026-01-26,13.6,1.4,阴,3,0.0,8.3,151,0,0
2026-01-27,13.6,3.0,阴,3,0.0,7.1,109,0,0
2026-01-28,13.0,6.7,阴,3,0.0,5.9,124,0,0
2026-01-29,10.6,7.2,阴,3,0.0,13.6,31,0,0
2026-01-30,11.4,4.2,小毛毛雨,51,0.1,13.2,29,0,0
2026-01-31,10.9,2.5,阴,3,0.0,10.5,53,1,0
2026-02-01,13.4,3.2,阴,3,0.0,8.5,125,1,0
2026-02-02,13.1,2.9,阴,3,0.0,8.6,134,0,0
2026-02-03,12.2,5.3,小毛毛雨,51,0.3,7.5,75,0,0
2026-02-04,13.5,8.0,阴,3,0.0,7.3,9,0,0
2026-02-05,15.1,4.3,小毛毛雨,51,0.6,8.9,59,0,0
2026-02-06,18.5,5.4,阴,3,0.0,14.1,151,0,0
2026-02-07,12.2,6.8,中毛毛雨,53,2.6,18.5,29,1,0
2026-02-08,7.6,5.3,中毛毛雨,53,6.6,11.5,6,1,0
2026-02-09,9.0,4.7,小毛毛雨,51,0.7,8.5,25,0,0
2026-02-10,13.5,1.7,阴,3,0.0,8.6,25,0,0
2026-02-11,14.2,3.2,阴,3,0.0,10.0,114,0,0
2026-02-12,15.2,4.5,阴,3,0.0,6.7,10,0,0
2026-02-13,18.2,7.7,阴,3,0.0,7.3,155,0,0
2026-02-14,18.6,5.9,阴,3,0.0,7.3,64,1,0
2026-02-15,19.5,8.1,阴,3,0.0,20.7,44,1,0
2026-02-16,16.2,7.9,阴,3,0.0,11.8,59,0,0
2026-02-17,14.6,9.1,阴,3,0.0,9.7,63,0,1
2026-02-18,17.5,10.1,中毛毛雨,53,0.8,10.2,48,0,1
2026-02-19,19.5,7.1,小毛毛雨,51,0.8,9.0,229,0,1
2026-02-20,21.1,8.6,阴,3,0.0,6.4,137,0,1
2026-02-21,22.4,8.4,晴间多云,1,0.0,6.9,59,1,1
2026-02-22,23.2,10.6,阴,3,0.0,13.1,100,1,1
2026-02-23,21.0,13.9,小毛毛雨,51,0.2,18.2,41,0,1
2026-02-24,23.3,11.9,中毛毛雨,53,0.7,11.6,182,0,0
2026-02-25,22.2,11.2,阴,3,0.0,14.6,51,0,0
2026-02-26,23.4,12.4,中毛毛雨,53,1.0,13.1,53,0,0
2026-02-27,22.0,13.0,小毛毛雨,51,0.2,10.9,102,0,0
2026-02-28,17.0,13.4,大毛毛雨,55,5.5,11.3,44,1,0
